Training: 2024-02-02 12:22:23,655-rank_id: 0
Training: 2024-02-02 19:32:19,600-Speed 1963.75 samples/sec   Loss 11.5113   LearningRate 0.000540   Epoch: 9   Global Step: 93020   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2378  Reg Loss 0.1310  
Training: 2024-02-02 19:32:24,813-Speed 1965.17 samples/sec   Loss 11.7448   LearningRate 0.000540   Epoch: 9   Global Step: 93040   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2510  Reg Loss 0.1017  
Training: 2024-02-02 19:32:30,026-Speed 1964.44 samples/sec   Loss 11.6172   LearningRate 0.000540   Epoch: 9   Global Step: 93060   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2365  Reg Loss 0.1388  
Training: 2024-02-02 19:32:35,237-Speed 1965.72 samples/sec   Loss 11.6675   LearningRate 0.000540   Epoch: 9   Global Step: 93080   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2117  Reg Loss 0.1663  
Training: 2024-02-02 19:32:40,452-Speed 1964.06 samples/sec   Loss 11.5193   LearningRate 0.000540   Epoch: 9   Global Step: 93100   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2273  Reg Loss 0.1568  
Training: 2024-02-02 19:32:45,665-Speed 1964.76 samples/sec   Loss 11.6516   LearningRate 0.000540   Epoch: 9   Global Step: 93120   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2432  Reg Loss 0.1222  
Training: 2024-02-02 19:32:50,872-Speed 1966.94 samples/sec   Loss 11.6469   LearningRate 0.000540   Epoch: 9   Global Step: 93140   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2417  Reg Loss 0.1031  
Training: 2024-02-02 19:32:56,073-Speed 1969.18 samples/sec   Loss 11.5043   LearningRate 0.000540   Epoch: 9   Global Step: 93160   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2287  Reg Loss 0.1436  
Training: 2024-02-02 19:33:01,275-Speed 1969.07 samples/sec   Loss 11.6873   LearningRate 0.000539   Epoch: 9   Global Step: 93180   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2477  Reg Loss 0.1151  
Training: 2024-02-02 19:33:06,479-Speed 1968.09 samples/sec   Loss 11.5529   LearningRate 0.000539   Epoch: 9   Global Step: 93200   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2247  Reg Loss 0.1449  
Training: 2024-02-02 19:33:11,685-Speed 1967.31 samples/sec   Loss 11.6611   LearningRate 0.000539   Epoch: 9   Global Step: 93220   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2297  Reg Loss 0.1045  
Training: 2024-02-02 19:33:16,889-Speed 1968.26 samples/sec   Loss 11.6681   LearningRate 0.000539   Epoch: 9   Global Step: 93240   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2483  Reg Loss 0.1457  
Training: 2024-02-02 19:33:22,092-Speed 1968.78 samples/sec   Loss 11.6714   LearningRate 0.000539   Epoch: 9   Global Step: 93260   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2466  Reg Loss 0.1354  
Training: 2024-02-02 19:33:27,290-Speed 1970.27 samples/sec   Loss 11.7436   LearningRate 0.000539   Epoch: 9   Global Step: 93280   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2312  Reg Loss 0.1279  
Training: 2024-02-02 19:33:32,491-Speed 1969.27 samples/sec   Loss 11.5994   LearningRate 0.000539   Epoch: 9   Global Step: 93300   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2352  Reg Loss 0.1402  
Training: 2024-02-02 19:33:37,692-Speed 1969.21 samples/sec   Loss 11.7977   LearningRate 0.000539   Epoch: 9   Global Step: 93320   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2458  Reg Loss 0.1045  
Training: 2024-02-02 19:33:42,894-Speed 1968.75 samples/sec   Loss 11.6852   LearningRate 0.000539   Epoch: 9   Global Step: 93340   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2330  Reg Loss 0.1301  
Training: 2024-02-02 19:33:48,100-Speed 1967.39 samples/sec   Loss 11.5369   LearningRate 0.000539   Epoch: 9   Global Step: 93360   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2329  Reg Loss 0.1547  
Training: 2024-02-02 19:33:53,302-Speed 1968.68 samples/sec   Loss 11.6717   LearningRate 0.000538   Epoch: 9   Global Step: 93380   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.3004  Reg Loss 0.0720  
Training: 2024-02-02 19:33:58,506-Speed 1968.11 samples/sec   Loss 11.6856   LearningRate 0.000538   Epoch: 9   Global Step: 93400   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2445  Reg Loss 0.1160  
Training: 2024-02-02 19:34:03,713-Speed 1967.03 samples/sec   Loss 11.7010   LearningRate 0.000538   Epoch: 9   Global Step: 93420   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2393  Reg Loss 0.1021  
Training: 2024-02-02 19:34:08,919-Speed 1967.37 samples/sec   Loss 11.6043   LearningRate 0.000538   Epoch: 9   Global Step: 93440   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2385  Reg Loss 0.1227  
Training: 2024-02-02 19:34:14,120-Speed 1969.13 samples/sec   Loss 11.5352   LearningRate 0.000538   Epoch: 9   Global Step: 93460   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2423  Reg Loss 0.1026  
Training: 2024-02-02 19:34:19,318-Speed 1970.20 samples/sec   Loss 11.7030   LearningRate 0.000538   Epoch: 9   Global Step: 93480   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2347  Reg Loss 0.1310  
Training: 2024-02-02 19:34:24,522-Speed 1968.26 samples/sec   Loss 11.7705   LearningRate 0.000538   Epoch: 9   Global Step: 93500   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2504  Reg Loss 0.1065  
Training: 2024-02-02 19:34:29,726-Speed 1968.01 samples/sec   Loss 11.6516   LearningRate 0.000538   Epoch: 9   Global Step: 93520   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2480  Reg Loss 0.0884  
Training: 2024-02-02 19:34:34,928-Speed 1968.90 samples/sec   Loss 11.5877   LearningRate 0.000538   Epoch: 9   Global Step: 93540   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2471  Reg Loss 0.1032  
Training: 2024-02-02 19:34:40,137-Speed 1966.56 samples/sec   Loss 11.6489   LearningRate 0.000538   Epoch: 9   Global Step: 93560   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2604  Reg Loss 0.1129  
Training: 2024-02-02 19:34:45,346-Speed 1966.33 samples/sec   Loss 11.6149   LearningRate 0.000537   Epoch: 9   Global Step: 93580   Fp16 Grad Scale: 131072   Required: 8 hours Feat Norm 3.2480  Reg Loss 0.1276  
Training: 2024-02-02 19:34:50,550-Speed 1967.91 samples/sec   Loss 11.5819   LearningRate 0.000537   Epoch: 9   Global Step: 93600   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2387  Reg Loss 0.1403  
Training: 2024-02-02 19:34:55,760-Speed 1965.72 samples/sec   Loss 11.7292   LearningRate 0.000537   Epoch: 9   Global Step: 93620   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2546  Reg Loss 0.1148  
Training: 2024-02-02 19:35:00,969-Speed 1966.30 samples/sec   Loss 11.7591   LearningRate 0.000537   Epoch: 9   Global Step: 93640   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2518  Reg Loss 0.0934  
Training: 2024-02-02 19:35:06,178-Speed 1966.53 samples/sec   Loss 11.8109   LearningRate 0.000537   Epoch: 9   Global Step: 93660   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2372  Reg Loss 0.1028  
Training: 2024-02-02 19:35:11,382-Speed 1967.90 samples/sec   Loss 11.7649   LearningRate 0.000537   Epoch: 9   Global Step: 93680   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2147  Reg Loss 0.1910  
Training: 2024-02-02 19:35:16,583-Speed 1969.41 samples/sec   Loss 11.7747   LearningRate 0.000537   Epoch: 9   Global Step: 93700   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2132  Reg Loss 0.1796  
Training: 2024-02-02 19:35:21,789-Speed 1967.35 samples/sec   Loss 11.7054   LearningRate 0.000537   Epoch: 9   Global Step: 93720   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2703  Reg Loss 0.0962  
Training: 2024-02-02 19:35:26,995-Speed 1967.17 samples/sec   Loss 11.6603   LearningRate 0.000537   Epoch: 9   Global Step: 93740   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2414  Reg Loss 0.1594  
Training: 2024-02-02 19:35:32,198-Speed 1968.31 samples/sec   Loss 11.6615   LearningRate 0.000537   Epoch: 9   Global Step: 93760   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2368  Reg Loss 0.1399  
Training: 2024-02-02 19:35:37,404-Speed 1967.43 samples/sec   Loss 11.6235   LearningRate 0.000536   Epoch: 9   Global Step: 93780   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2591  Reg Loss 0.1107  
Training: 2024-02-02 19:35:42,610-Speed 1967.74 samples/sec   Loss 11.6674   LearningRate 0.000536   Epoch: 9   Global Step: 93800   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2493  Reg Loss 0.1316  
Training: 2024-02-02 19:35:47,812-Speed 1968.85 samples/sec   Loss 11.7806   LearningRate 0.000536   Epoch: 9   Global Step: 93820   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2190  Reg Loss 0.1384  
Training: 2024-02-02 19:35:53,017-Speed 1967.58 samples/sec   Loss 11.7729   LearningRate 0.000536   Epoch: 9   Global Step: 93840   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2425  Reg Loss 0.0945  
Training: 2024-02-02 19:35:58,221-Speed 1968.37 samples/sec   Loss 11.6661   LearningRate 0.000536   Epoch: 9   Global Step: 93860   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2372  Reg Loss 0.1282  
Training: 2024-02-02 19:36:03,427-Speed 1967.49 samples/sec   Loss 11.7107   LearningRate 0.000536   Epoch: 9   Global Step: 93880   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2454  Reg Loss 0.1264  
Training: 2024-02-02 19:36:08,632-Speed 1967.72 samples/sec   Loss 11.7466   LearningRate 0.000536   Epoch: 9   Global Step: 93900   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2496  Reg Loss 0.1357  
Training: 2024-02-02 19:36:13,841-Speed 1966.52 samples/sec   Loss 11.5421   LearningRate 0.000536   Epoch: 9   Global Step: 93920   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2680  Reg Loss 0.0974  
Training: 2024-02-02 19:36:19,051-Speed 1965.73 samples/sec   Loss 11.6755   LearningRate 0.000536   Epoch: 9   Global Step: 93940   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2669  Reg Loss 0.1073  
Training: 2024-02-02 19:36:24,259-Speed 1966.80 samples/sec   Loss 11.7036   LearningRate 0.000536   Epoch: 9   Global Step: 93960   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2390  Reg Loss 0.1603  
Training: 2024-02-02 19:36:29,465-Speed 1967.28 samples/sec   Loss 11.7438   LearningRate 0.000535   Epoch: 9   Global Step: 93980   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2193  Reg Loss 0.1632  
Training: 2024-02-02 19:36:34,670-Speed 1967.63 samples/sec   Loss 11.7764   LearningRate 0.000535   Epoch: 9   Global Step: 94000   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2301  Reg Loss 0.1432  
Training: 2024-02-02 19:36:40,809-[lfw][94000]XNorm: 3.265980
Training: 2024-02-02 19:36:40,810-[lfw][94000]Accuracy-Flip: 0.96117+-0.00910
Training: 2024-02-02 19:36:40,811-[lfw][94000]Accuracy-Highest: 0.96300
Training: 2024-02-02 19:36:47,857-[cfp_fp][94000]XNorm: 3.196188
Training: 2024-02-02 19:36:47,857-[cfp_fp][94000]Accuracy-Flip: 0.77600+-0.01752
Training: 2024-02-02 19:36:47,858-[cfp_fp][94000]Accuracy-Highest: 0.77914
Training: 2024-02-02 19:36:53,993-[agedb_30][94000]XNorm: 3.249926
Training: 2024-02-02 19:36:53,995-[agedb_30][94000]Accuracy-Flip: 0.79967+-0.01671
Training: 2024-02-02 19:36:53,995-[agedb_30][94000]Accuracy-Highest: 0.80317
Training: 2024-02-02 19:36:59,189-Speed 417.65 samples/sec   Loss 11.8405   LearningRate 0.000535   Epoch: 9   Global Step: 94020   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2348  Reg Loss 0.1391  
Training: 2024-02-02 19:37:04,385-Speed 1971.45 samples/sec   Loss 11.7637   LearningRate 0.000535   Epoch: 9   Global Step: 94040   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2408  Reg Loss 0.1205  
Training: 2024-02-02 19:37:09,579-Speed 1971.69 samples/sec   Loss 11.8964   LearningRate 0.000535   Epoch: 9   Global Step: 94060   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2510  Reg Loss 0.1261  
Training: 2024-02-02 19:37:14,773-Speed 1972.05 samples/sec   Loss 11.7043   LearningRate 0.000535   Epoch: 9   Global Step: 94080   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2559  Reg Loss 0.0896  
Training: 2024-02-02 19:37:19,962-Speed 1973.70 samples/sec   Loss 11.7990   LearningRate 0.000535   Epoch: 9   Global Step: 94100   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2504  Reg Loss 0.0988  
Training: 2024-02-02 19:37:25,159-Speed 1971.13 samples/sec   Loss 11.6881   LearningRate 0.000535   Epoch: 9   Global Step: 94120   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2300  Reg Loss 0.1304  
Training: 2024-02-02 19:37:30,359-Speed 1969.40 samples/sec   Loss 11.6579   LearningRate 0.000535   Epoch: 9   Global Step: 94140   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2513  Reg Loss 0.1309  
Training: 2024-02-02 19:37:35,562-Speed 1968.82 samples/sec   Loss 11.6999   LearningRate 0.000535   Epoch: 9   Global Step: 94160   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2419  Reg Loss 0.1341  
Training: 2024-02-02 19:37:40,762-Speed 1969.43 samples/sec   Loss 11.7389   LearningRate 0.000534   Epoch: 9   Global Step: 94180   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2465  Reg Loss 0.1360  
Training: 2024-02-02 19:37:45,959-Speed 1970.90 samples/sec   Loss 11.7191   LearningRate 0.000534   Epoch: 9   Global Step: 94200   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2365  Reg Loss 0.1084  
Training: 2024-02-02 19:37:51,164-Speed 1967.69 samples/sec   Loss 11.7391   LearningRate 0.000534   Epoch: 9   Global Step: 94220   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2521  Reg Loss 0.1121  
Training: 2024-02-02 19:37:56,364-Speed 1969.68 samples/sec   Loss 11.6993   LearningRate 0.000534   Epoch: 9   Global Step: 94240   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2679  Reg Loss 0.1042  
Training: 2024-02-02 19:38:01,564-Speed 1969.64 samples/sec   Loss 11.8117   LearningRate 0.000534   Epoch: 9   Global Step: 94260   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2249  Reg Loss 0.1694  
Training: 2024-02-02 19:38:06,769-Speed 1967.97 samples/sec   Loss 11.7060   LearningRate 0.000534   Epoch: 9   Global Step: 94280   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2200  Reg Loss 0.1490  
Training: 2024-02-02 19:38:11,977-Speed 1966.78 samples/sec   Loss 11.7295   LearningRate 0.000534   Epoch: 9   Global Step: 94300   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2347  Reg Loss 0.1063  
Training: 2024-02-02 19:38:17,190-Speed 1964.91 samples/sec   Loss 11.6741   LearningRate 0.000534   Epoch: 9   Global Step: 94320   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2345  Reg Loss 0.1522  
Training: 2024-02-02 19:38:22,401-Speed 1965.52 samples/sec   Loss 11.8245   LearningRate 0.000534   Epoch: 9   Global Step: 94340   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2244  Reg Loss 0.1427  
Training: 2024-02-02 19:38:27,610-Speed 1966.09 samples/sec   Loss 11.8919   LearningRate 0.000534   Epoch: 9   Global Step: 94360   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2410  Reg Loss 0.1156  
Training: 2024-02-02 19:38:32,823-Speed 1964.87 samples/sec   Loss 11.6128   LearningRate 0.000534   Epoch: 9   Global Step: 94380   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2103  Reg Loss 0.1556  
Training: 2024-02-02 19:38:38,031-Speed 1966.74 samples/sec   Loss 11.6940   LearningRate 0.000533   Epoch: 9   Global Step: 94400   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2459  Reg Loss 0.1126  
Training: 2024-02-02 19:38:43,243-Speed 1964.97 samples/sec   Loss 11.7757   LearningRate 0.000533   Epoch: 9   Global Step: 94420   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2725  Reg Loss 0.0884  
Training: 2024-02-02 19:38:48,459-Speed 1963.50 samples/sec   Loss 11.7310   LearningRate 0.000533   Epoch: 9   Global Step: 94440   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2577  Reg Loss 0.0941  
Training: 2024-02-02 19:38:53,664-Speed 1967.78 samples/sec   Loss 11.8182   LearningRate 0.000533   Epoch: 9   Global Step: 94460   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2422  Reg Loss 0.1017  
Training: 2024-02-02 19:38:58,867-Speed 1968.71 samples/sec   Loss 11.8418   LearningRate 0.000533   Epoch: 9   Global Step: 94480   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2269  Reg Loss 0.1291  
Training: 2024-02-02 19:39:04,067-Speed 1969.58 samples/sec   Loss 11.7317   LearningRate 0.000533   Epoch: 9   Global Step: 94500   Fp16 Grad Scale: 131072   Required: 8 hours Feat Norm 3.2471  Reg Loss 0.0955  
Training: 2024-02-02 19:39:09,276-Speed 1966.45 samples/sec   Loss 11.8094   LearningRate 0.000533   Epoch: 9   Global Step: 94520   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2310  Reg Loss 0.1474  
Training: 2024-02-02 19:39:14,488-Speed 1964.83 samples/sec   Loss 11.7465   LearningRate 0.000533   Epoch: 9   Global Step: 94540   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2478  Reg Loss 0.1106  
Training: 2024-02-02 19:39:19,697-Speed 1966.29 samples/sec   Loss 11.8262   LearningRate 0.000533   Epoch: 9   Global Step: 94560   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2524  Reg Loss 0.1099  
Training: 2024-02-02 19:39:24,908-Speed 1965.35 samples/sec   Loss 11.6974   LearningRate 0.000533   Epoch: 9   Global Step: 94580   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2384  Reg Loss 0.1025  
Training: 2024-02-02 19:39:30,120-Speed 1965.06 samples/sec   Loss 11.7981   LearningRate 0.000532   Epoch: 9   Global Step: 94600   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2456  Reg Loss 0.1486  
Training: 2024-02-02 19:39:35,326-Speed 1967.45 samples/sec   Loss 11.8085   LearningRate 0.000532   Epoch: 9   Global Step: 94620   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2367  Reg Loss 0.1342  
Training: 2024-02-02 19:39:40,536-Speed 1965.59 samples/sec   Loss 11.7304   LearningRate 0.000532   Epoch: 9   Global Step: 94640   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2615  Reg Loss 0.1026  
Training: 2024-02-02 19:39:45,749-Speed 1964.84 samples/sec   Loss 11.5706   LearningRate 0.000532   Epoch: 9   Global Step: 94660   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2118  Reg Loss 0.1367  
Training: 2024-02-02 19:39:50,957-Speed 1966.52 samples/sec   Loss 11.8295   LearningRate 0.000532   Epoch: 9   Global Step: 94680   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2471  Reg Loss 0.0972  
Training: 2024-02-02 19:39:56,167-Speed 1966.04 samples/sec   Loss 11.9016   LearningRate 0.000532   Epoch: 9   Global Step: 94700   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2295  Reg Loss 0.1372  
Training: 2024-02-02 19:40:01,373-Speed 1967.35 samples/sec   Loss 11.8666   LearningRate 0.000532   Epoch: 9   Global Step: 94720   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2303  Reg Loss 0.1249  
Training: 2024-02-02 19:40:06,584-Speed 1965.72 samples/sec   Loss 11.9724   LearningRate 0.000532   Epoch: 9   Global Step: 94740   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2296  Reg Loss 0.1422  
Training: 2024-02-02 19:40:11,795-Speed 1965.26 samples/sec   Loss 11.9059   LearningRate 0.000532   Epoch: 9   Global Step: 94760   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2454  Reg Loss 0.1453  
Training: 2024-02-02 19:40:17,008-Speed 1965.06 samples/sec   Loss 11.7202   LearningRate 0.000532   Epoch: 9   Global Step: 94780   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2380  Reg Loss 0.1334  
Training: 2024-02-02 19:40:22,218-Speed 1965.54 samples/sec   Loss 11.8506   LearningRate 0.000531   Epoch: 9   Global Step: 94800   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2340  Reg Loss 0.1301  
Training: 2024-02-02 19:40:27,428-Speed 1966.20 samples/sec   Loss 11.7077   LearningRate 0.000531   Epoch: 9   Global Step: 94820   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2515  Reg Loss 0.1326  
Training: 2024-02-02 19:40:32,639-Speed 1965.42 samples/sec   Loss 11.8976   LearningRate 0.000531   Epoch: 9   Global Step: 94840   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2773  Reg Loss 0.1039  
Training: 2024-02-02 19:40:37,852-Speed 1964.99 samples/sec   Loss 11.7596   LearningRate 0.000531   Epoch: 9   Global Step: 94860   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2334  Reg Loss 0.1411  
Training: 2024-02-02 19:40:43,062-Speed 1965.52 samples/sec   Loss 11.7383   LearningRate 0.000531   Epoch: 9   Global Step: 94880   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2528  Reg Loss 0.0848  
Training: 2024-02-02 19:40:48,271-Speed 1966.38 samples/sec   Loss 11.8558   LearningRate 0.000531   Epoch: 9   Global Step: 94900   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2107  Reg Loss 0.1239  
Training: 2024-02-02 19:40:53,468-Speed 1970.73 samples/sec   Loss 11.8022   LearningRate 0.000531   Epoch: 9   Global Step: 94920   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2629  Reg Loss 0.1062  
Training: 2024-02-02 19:40:58,670-Speed 1968.84 samples/sec   Loss 11.8441   LearningRate 0.000531   Epoch: 9   Global Step: 94940   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2565  Reg Loss 0.0983  
Training: 2024-02-02 19:41:03,873-Speed 1968.44 samples/sec   Loss 11.8586   LearningRate 0.000531   Epoch: 9   Global Step: 94960   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2996  Reg Loss 0.0708  
Training: 2024-02-02 19:41:09,080-Speed 1967.16 samples/sec   Loss 11.5649   LearningRate 0.000531   Epoch: 9   Global Step: 94980   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2807  Reg Loss 0.0719  
Training: 2024-02-02 19:41:14,284-Speed 1967.97 samples/sec   Loss 11.8912   LearningRate 0.000530   Epoch: 9   Global Step: 95000   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2457  Reg Loss 0.1178  
Training: 2024-02-02 19:41:19,485-Speed 1969.50 samples/sec   Loss 11.8945   LearningRate 0.000530   Epoch: 9   Global Step: 95020   Fp16 Grad Scale: 131072   Required: 8 hours Feat Norm 3.2249  Reg Loss 0.1307  
Training: 2024-02-02 19:41:24,683-Speed 1970.36 samples/sec   Loss 11.9367   LearningRate 0.000530   Epoch: 9   Global Step: 95040   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2548  Reg Loss 0.0862  
Training: 2024-02-02 19:41:29,883-Speed 1969.36 samples/sec   Loss 11.8812   LearningRate 0.000530   Epoch: 9   Global Step: 95060   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2425  Reg Loss 0.1078  
Training: 2024-02-02 19:41:35,083-Speed 1970.01 samples/sec   Loss 11.8192   LearningRate 0.000530   Epoch: 9   Global Step: 95080   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2543  Reg Loss 0.1157  
Training: 2024-02-02 19:41:40,285-Speed 1968.78 samples/sec   Loss 11.9659   LearningRate 0.000530   Epoch: 9   Global Step: 95100   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2312  Reg Loss 0.1402  
Training: 2024-02-02 19:41:45,487-Speed 1968.73 samples/sec   Loss 11.9591   LearningRate 0.000530   Epoch: 9   Global Step: 95120   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2288  Reg Loss 0.1301  
Training: 2024-02-02 19:41:50,684-Speed 1970.80 samples/sec   Loss 11.9997   LearningRate 0.000530   Epoch: 9   Global Step: 95140   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2496  Reg Loss 0.0922  
Training: 2024-02-02 19:41:55,886-Speed 1968.77 samples/sec   Loss 11.8712   LearningRate 0.000530   Epoch: 9   Global Step: 95160   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2624  Reg Loss 0.1037  
Training: 2024-02-02 19:42:01,090-Speed 1967.99 samples/sec   Loss 11.8776   LearningRate 0.000530   Epoch: 9   Global Step: 95180   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2252  Reg Loss 0.1401  
Training: 2024-02-02 19:42:06,299-Speed 1966.44 samples/sec   Loss 11.9196   LearningRate 0.000529   Epoch: 9   Global Step: 95200   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2341  Reg Loss 0.1323  
Training: 2024-02-02 19:42:11,505-Speed 1967.39 samples/sec   Loss 11.8575   LearningRate 0.000529   Epoch: 9   Global Step: 95220   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2381  Reg Loss 0.1202  
Training: 2024-02-02 19:42:16,706-Speed 1969.20 samples/sec   Loss 11.7005   LearningRate 0.000529   Epoch: 9   Global Step: 95240   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2281  Reg Loss 0.1489  
Training: 2024-02-02 19:42:21,912-Speed 1967.19 samples/sec   Loss 11.9577   LearningRate 0.000529   Epoch: 9   Global Step: 95260   Fp16 Grad Scale: 65536   Required: 8 hours Feat Norm 3.2412  Reg Loss 0.1129  
