Training: 2024-02-18 00:57:08,166-rank_id: 0
Training: 2024-02-18 09:45:03,349-Speed 2009.86 samples/sec   Loss 10.3579   LearningRate 0.000410   Epoch: 11   Global Step: 119400   Fp16 Grad Scale: 16384   Required: 6 hours Feat Norm 17.7556  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:45:08,444-Speed 2010.12 samples/sec   Loss 10.4177   LearningRate 0.000410   Epoch: 11   Global Step: 119420   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0391  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:45:13,541-Speed 2009.51 samples/sec   Loss 10.3933   LearningRate 0.000410   Epoch: 11   Global Step: 119440   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8929  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:45:18,638-Speed 2009.51 samples/sec   Loss 10.4396   LearningRate 0.000410   Epoch: 11   Global Step: 119460   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.1076  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:45:23,735-Speed 2009.42 samples/sec   Loss 10.4547   LearningRate 0.000409   Epoch: 11   Global Step: 119480   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7086  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:45:28,833-Speed 2009.10 samples/sec   Loss 10.2700   LearningRate 0.000409   Epoch: 11   Global Step: 119500   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7329  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:45:33,924-Speed 2011.66 samples/sec   Loss 10.2833   LearningRate 0.000409   Epoch: 11   Global Step: 119520   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0363  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:45:39,021-Speed 2009.67 samples/sec   Loss 10.3350   LearningRate 0.000409   Epoch: 11   Global Step: 119540   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0655  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:45:44,119-Speed 2009.06 samples/sec   Loss 10.4387   LearningRate 0.000409   Epoch: 11   Global Step: 119560   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.3244  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:45:49,217-Speed 2009.09 samples/sec   Loss 10.3980   LearningRate 0.000409   Epoch: 11   Global Step: 119580   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9564  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:45:54,314-Speed 2009.37 samples/sec   Loss 10.4006   LearningRate 0.000409   Epoch: 11   Global Step: 119600   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8306  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:45:59,410-Speed 2009.68 samples/sec   Loss 10.4283   LearningRate 0.000409   Epoch: 11   Global Step: 119620   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7764  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:46:04,511-Speed 2008.09 samples/sec   Loss 10.4274   LearningRate 0.000409   Epoch: 11   Global Step: 119640   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9102  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:46:09,614-Speed 2007.15 samples/sec   Loss 10.4187   LearningRate 0.000409   Epoch: 11   Global Step: 119660   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9047  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:46:14,722-Speed 2005.17 samples/sec   Loss 10.3556   LearningRate 0.000408   Epoch: 11   Global Step: 119680   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0364  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:46:19,831-Speed 2004.78 samples/sec   Loss 10.3791   LearningRate 0.000408   Epoch: 11   Global Step: 119700   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.6759  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:46:24,929-Speed 2009.05 samples/sec   Loss 10.4121   LearningRate 0.000408   Epoch: 11   Global Step: 119720   Fp16 Grad Scale: 65536   Required: 6 hours Feat Norm 17.8549  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:46:30,025-Speed 2009.57 samples/sec   Loss 10.3905   LearningRate 0.000408   Epoch: 11   Global Step: 119740   Fp16 Grad Scale: 65536   Required: 6 hours Feat Norm 18.1606  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:46:35,122-Speed 2009.37 samples/sec   Loss 10.3169   LearningRate 0.000408   Epoch: 11   Global Step: 119760   Fp16 Grad Scale: 65536   Required: 6 hours Feat Norm 17.6504  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:46:40,215-Speed 2011.44 samples/sec   Loss 10.4157   LearningRate 0.000408   Epoch: 11   Global Step: 119780   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.6785  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:46:45,314-Speed 2008.27 samples/sec   Loss 10.3925   LearningRate 0.000408   Epoch: 11   Global Step: 119800   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.2121  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:46:50,422-Speed 2005.33 samples/sec   Loss 10.4330   LearningRate 0.000408   Epoch: 11   Global Step: 119820   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.1499  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:46:55,517-Speed 2009.96 samples/sec   Loss 10.4144   LearningRate 0.000408   Epoch: 11   Global Step: 119840   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8642  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:47:00,614-Speed 2009.59 samples/sec   Loss 10.4219   LearningRate 0.000408   Epoch: 11   Global Step: 119860   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0317  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:47:05,713-Speed 2008.76 samples/sec   Loss 10.3909   LearningRate 0.000407   Epoch: 11   Global Step: 119880   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9053  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:47:10,810-Speed 2009.49 samples/sec   Loss 10.4590   LearningRate 0.000407   Epoch: 11   Global Step: 119900   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9814  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:47:15,908-Speed 2009.11 samples/sec   Loss 10.4424   LearningRate 0.000407   Epoch: 11   Global Step: 119920   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8722  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:47:21,001-Speed 2010.76 samples/sec   Loss 10.3948   LearningRate 0.000407   Epoch: 11   Global Step: 119940   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0004  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:47:26,096-Speed 2010.25 samples/sec   Loss 10.3946   LearningRate 0.000407   Epoch: 11   Global Step: 119960   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9042  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:47:31,188-Speed 2011.20 samples/sec   Loss 10.4931   LearningRate 0.000407   Epoch: 11   Global Step: 119980   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0316  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:47:36,284-Speed 2009.72 samples/sec   Loss 10.4276   LearningRate 0.000407   Epoch: 11   Global Step: 120000   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8613  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:47:42,453-[lfw][120000]XNorm: 16.953297
Training: 2024-02-18 09:47:42,453-[lfw][120000]Accuracy-Flip: 0.82050+-0.01480
Training: 2024-02-18 09:47:42,454-[lfw][120000]Accuracy-Highest: 0.86000
Training: 2024-02-18 09:47:49,496-[cfp_fp][120000]XNorm: 18.224474
Training: 2024-02-18 09:47:49,497-[cfp_fp][120000]Accuracy-Flip: 0.64971+-0.02195
Training: 2024-02-18 09:47:49,498-[cfp_fp][120000]Accuracy-Highest: 0.68914
Training: 2024-02-18 09:47:55,644-[agedb_30][120000]XNorm: 18.635478
Training: 2024-02-18 09:47:55,644-[agedb_30][120000]Accuracy-Flip: 0.53100+-0.02331
Training: 2024-02-18 09:47:55,645-[agedb_30][120000]Accuracy-Highest: 0.61083
Training: 2024-02-18 09:48:00,753-Speed 418.51 samples/sec   Loss 10.4505   LearningRate 0.000407   Epoch: 11   Global Step: 120020   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0184  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:48:05,859-Speed 2005.79 samples/sec   Loss 10.4477   LearningRate 0.000407   Epoch: 11   Global Step: 120040   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8593  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:48:10,956-Speed 2009.58 samples/sec   Loss 10.3765   LearningRate 0.000407   Epoch: 11   Global Step: 120060   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7569  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:48:16,049-Speed 2011.36 samples/sec   Loss 10.3469   LearningRate 0.000406   Epoch: 11   Global Step: 120080   Fp16 Grad Scale: 65536   Required: 6 hours Feat Norm 17.9367  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:48:21,147-Speed 2008.96 samples/sec   Loss 10.4437   LearningRate 0.000406   Epoch: 11   Global Step: 120100   Fp16 Grad Scale: 65536   Required: 6 hours Feat Norm 17.7277  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:48:26,236-Speed 2012.64 samples/sec   Loss 10.3136   LearningRate 0.000406   Epoch: 11   Global Step: 120120   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8467  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:48:31,335-Speed 2008.65 samples/sec   Loss 10.4118   LearningRate 0.000406   Epoch: 11   Global Step: 120140   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0989  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:48:36,432-Speed 2009.42 samples/sec   Loss 10.3474   LearningRate 0.000406   Epoch: 11   Global Step: 120160   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.2769  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:48:41,528-Speed 2010.02 samples/sec   Loss 10.3467   LearningRate 0.000406   Epoch: 11   Global Step: 120180   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9536  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:48:46,624-Speed 2009.99 samples/sec   Loss 10.3609   LearningRate 0.000406   Epoch: 11   Global Step: 120200   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8552  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:48:51,716-Speed 2011.30 samples/sec   Loss 10.3613   LearningRate 0.000406   Epoch: 11   Global Step: 120220   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0119  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:48:56,811-Speed 2010.27 samples/sec   Loss 10.3954   LearningRate 0.000406   Epoch: 11   Global Step: 120240   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.1108  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:01,904-Speed 2010.77 samples/sec   Loss 10.4017   LearningRate 0.000406   Epoch: 11   Global Step: 120260   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0572  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:07,000-Speed 2010.04 samples/sec   Loss 10.4028   LearningRate 0.000405   Epoch: 11   Global Step: 120280   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.1431  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:12,095-Speed 2010.59 samples/sec   Loss 10.4296   LearningRate 0.000405   Epoch: 11   Global Step: 120300   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8302  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:17,193-Speed 2008.69 samples/sec   Loss 10.4235   LearningRate 0.000405   Epoch: 11   Global Step: 120320   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7653  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:22,294-Speed 2008.17 samples/sec   Loss 10.4488   LearningRate 0.000405   Epoch: 11   Global Step: 120340   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9833  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:27,393-Speed 2008.46 samples/sec   Loss 10.4912   LearningRate 0.000405   Epoch: 11   Global Step: 120360   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7470  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:32,491-Speed 2008.90 samples/sec   Loss 10.3032   LearningRate 0.000405   Epoch: 11   Global Step: 120380   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9119  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:37,590-Speed 2008.84 samples/sec   Loss 10.3509   LearningRate 0.000405   Epoch: 11   Global Step: 120400   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7442  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:42,686-Speed 2010.04 samples/sec   Loss 10.5216   LearningRate 0.000405   Epoch: 11   Global Step: 120420   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.1084  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:47,784-Speed 2009.06 samples/sec   Loss 10.3755   LearningRate 0.000405   Epoch: 11   Global Step: 120440   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9766  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:52,879-Speed 2010.07 samples/sec   Loss 10.4352   LearningRate 0.000405   Epoch: 11   Global Step: 120460   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0030  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:49:57,972-Speed 2011.06 samples/sec   Loss 10.3188   LearningRate 0.000405   Epoch: 11   Global Step: 120480   Fp16 Grad Scale: 16384   Required: 6 hours Feat Norm 18.1393  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:03,071-Speed 2008.56 samples/sec   Loss 10.3478   LearningRate 0.000404   Epoch: 11   Global Step: 120500   Fp16 Grad Scale: 16384   Required: 6 hours Feat Norm 18.0456  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:08,168-Speed 2009.55 samples/sec   Loss 10.3590   LearningRate 0.000404   Epoch: 11   Global Step: 120520   Fp16 Grad Scale: 16384   Required: 6 hours Feat Norm 18.0012  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:13,263-Speed 2010.14 samples/sec   Loss 10.4207   LearningRate 0.000404   Epoch: 11   Global Step: 120540   Fp16 Grad Scale: 16384   Required: 6 hours Feat Norm 17.8437  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:18,359-Speed 2010.06 samples/sec   Loss 10.4823   LearningRate 0.000404   Epoch: 11   Global Step: 120560   Fp16 Grad Scale: 16384   Required: 6 hours Feat Norm 17.8977  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:23,456-Speed 2009.20 samples/sec   Loss 10.4127   LearningRate 0.000404   Epoch: 11   Global Step: 120580   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.1790  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:28,555-Speed 2009.04 samples/sec   Loss 10.5016   LearningRate 0.000404   Epoch: 11   Global Step: 120600   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8739  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:33,650-Speed 2010.06 samples/sec   Loss 10.4156   LearningRate 0.000404   Epoch: 11   Global Step: 120620   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8758  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:38,745-Speed 2010.29 samples/sec   Loss 10.3507   LearningRate 0.000404   Epoch: 11   Global Step: 120640   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7731  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:43,842-Speed 2009.41 samples/sec   Loss 10.4714   LearningRate 0.000404   Epoch: 11   Global Step: 120660   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0460  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:48,947-Speed 2006.30 samples/sec   Loss 10.5053   LearningRate 0.000404   Epoch: 11   Global Step: 120680   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.1754  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:54,055-Speed 2005.03 samples/sec   Loss 10.4511   LearningRate 0.000403   Epoch: 11   Global Step: 120700   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0503  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:50:59,156-Speed 2008.26 samples/sec   Loss 10.4048   LearningRate 0.000403   Epoch: 11   Global Step: 120720   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7026  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:51:04,251-Speed 2010.01 samples/sec   Loss 10.5226   LearningRate 0.000403   Epoch: 11   Global Step: 120740   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.1133  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:51:09,349-Speed 2009.22 samples/sec   Loss 10.3523   LearningRate 0.000403   Epoch: 11   Global Step: 120760   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9736  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:51:14,445-Speed 2009.79 samples/sec   Loss 10.4605   LearningRate 0.000403   Epoch: 11   Global Step: 120780   Fp16 Grad Scale: 65536   Required: 6 hours Feat Norm 17.7896  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:51:19,541-Speed 2009.97 samples/sec   Loss 10.4321   LearningRate 0.000403   Epoch: 11   Global Step: 120800   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8456  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:51:24,642-Speed 2008.03 samples/sec   Loss 10.3879   LearningRate 0.000403   Epoch: 11   Global Step: 120820   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8627  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:51:29,749-Speed 2005.37 samples/sec   Loss 10.4002   LearningRate 0.000403   Epoch: 11   Global Step: 120840   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8821  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:51:34,865-Speed 2002.38 samples/sec   Loss 10.4101   LearningRate 0.000403   Epoch: 11   Global Step: 120860   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9230  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:51:39,971-Speed 2005.87 samples/sec   Loss 10.4703   LearningRate 0.000403   Epoch: 11   Global Step: 120880   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9410  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:51:45,062-Speed 2011.72 samples/sec   Loss 10.5629   LearningRate 0.000402   Epoch: 11   Global Step: 120900   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7952  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:51:50,158-Speed 2010.07 samples/sec   Loss 10.4426   LearningRate 0.000402   Epoch: 11   Global Step: 120920   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9060  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:51:55,256-Speed 2008.86 samples/sec   Loss 10.5225   LearningRate 0.000402   Epoch: 11   Global Step: 120940   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9186  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:00,353-Speed 2009.51 samples/sec   Loss 10.5044   LearningRate 0.000402   Epoch: 11   Global Step: 120960   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9189  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:05,450-Speed 2009.41 samples/sec   Loss 10.4271   LearningRate 0.000402   Epoch: 11   Global Step: 120980   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8001  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:10,542-Speed 2011.31 samples/sec   Loss 10.4431   LearningRate 0.000402   Epoch: 11   Global Step: 121000   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8939  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:15,638-Speed 2010.05 samples/sec   Loss 10.5170   LearningRate 0.000402   Epoch: 11   Global Step: 121020   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9713  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:20,739-Speed 2007.65 samples/sec   Loss 10.4033   LearningRate 0.000402   Epoch: 11   Global Step: 121040   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.1053  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:25,835-Speed 2010.09 samples/sec   Loss 10.5104   LearningRate 0.000402   Epoch: 11   Global Step: 121060   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7674  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:30,935-Speed 2008.09 samples/sec   Loss 10.5602   LearningRate 0.000402   Epoch: 11   Global Step: 121080   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.6461  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:36,030-Speed 2010.19 samples/sec   Loss 10.4215   LearningRate 0.000401   Epoch: 11   Global Step: 121100   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.7921  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:41,126-Speed 2009.63 samples/sec   Loss 10.4623   LearningRate 0.000401   Epoch: 11   Global Step: 121120   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8088  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:46,226-Speed 2008.30 samples/sec   Loss 10.3308   LearningRate 0.000401   Epoch: 11   Global Step: 121140   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8776  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:51,323-Speed 2009.53 samples/sec   Loss 10.4093   LearningRate 0.000401   Epoch: 11   Global Step: 121160   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0539  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:52:56,419-Speed 2009.69 samples/sec   Loss 10.5151   LearningRate 0.000401   Epoch: 11   Global Step: 121180   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9251  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:53:01,515-Speed 2009.76 samples/sec   Loss 10.5289   LearningRate 0.000401   Epoch: 11   Global Step: 121200   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8982  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:53:06,614-Speed 2009.05 samples/sec   Loss 10.4663   LearningRate 0.000401   Epoch: 11   Global Step: 121220   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8848  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:53:11,710-Speed 2009.73 samples/sec   Loss 10.3997   LearningRate 0.000401   Epoch: 11   Global Step: 121240   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.2120  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:53:16,807-Speed 2009.27 samples/sec   Loss 10.3843   LearningRate 0.000401   Epoch: 11   Global Step: 121260   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9477  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:53:21,906-Speed 2008.87 samples/sec   Loss 10.4892   LearningRate 0.000401   Epoch: 11   Global Step: 121280   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0340  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:53:27,000-Speed 2010.44 samples/sec   Loss 10.3968   LearningRate 0.000400   Epoch: 11   Global Step: 121300   Fp16 Grad Scale: 65536   Required: 6 hours Feat Norm 17.7762  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:53:32,100-Speed 2008.18 samples/sec   Loss 10.3738   LearningRate 0.000400   Epoch: 11   Global Step: 121320   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0536  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:53:37,199-Speed 2008.64 samples/sec   Loss 10.4447   LearningRate 0.000400   Epoch: 11   Global Step: 121340   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0400  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:53:42,298-Speed 2009.10 samples/sec   Loss 10.4222   LearningRate 0.000400   Epoch: 11   Global Step: 121360   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.1904  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:53:47,398-Speed 2008.23 samples/sec   Loss 10.4865   LearningRate 0.000400   Epoch: 11   Global Step: 121380   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.8058  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:53:56,739-Speed 1096.43 samples/sec   Loss 10.1012   LearningRate 0.000400   Epoch: 12   Global Step: 121400   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 17.9993  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:54:01,840-Speed 2008.01 samples/sec   Loss 9.6680   LearningRate 0.000400   Epoch: 12   Global Step: 121420   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.0894  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 09:54:06,936-Speed 2009.75 samples/sec   Loss 9.6154   LearningRate 0.000400   Epoch: 12   Global Step: 121440   Fp16 Grad Scale: 32768   Required: 6 hours Feat Norm 18.1633  Reg Loss 0.0000  Meet Loss 0.0000
